# Columns: result|ERROR method args Zone:N ServerZone:Z WaitMs ExecMs TurnMs TotalMs [errorType]
167 getNumberofCountries 19 106987 2 Zone:1 ServerZone:5 WaitMs:5 ExecMs:45 TurnMs:132 TotalMs:258
141 getNumberofCountries 25 30541 2 Zone:2 ServerZone:5 WaitMs:20 ExecMs:29 TurnMs:133 TotalMs:227
77 getNumberofCountries 25 30541 1 Zone:2 ServerZone:5 WaitMs:23 ExecMs:8 TurnMs:112 TotalMs:206
77 getNumberofCountries 25 30541 1 Zone:2 ServerZone:5 WaitMs:8 ExecMs:6 TurnMs:97 TotalMs:191
67 getNumberofCountries 18 58439 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:4 TurnMs:85 TotalMs:150
150 getNumberofCountries 25 84792 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:32 TurnMs:114 TotalMs:148
215 getNumberofCountries 4 37690 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:29 TurnMs:111 TotalMs:236
179 getNumberofCountries 15 67185 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:43 TurnMs:125 TotalMs:249
179 getNumberofCountries 15 67185 2 Zone:5 ServerZone:1 WaitMs:8 ExecMs:33 TurnMs:123 TotalMs:247
152 getNumberofCountries 23 39467 2 Zone:2 ServerZone:5 WaitMs:0 ExecMs:31 TurnMs:113 TotalMs:206
141 getNumberofCountries 27 43151 2 Zone:5 ServerZone:1 WaitMs:9 ExecMs:29 TurnMs:120 TotalMs:245
ERROR getNumberofCountries 10 109705 2 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:11 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
152 getNumberofCountries 23 39467 2 Zone:2 ServerZone:5 WaitMs:6 ExecMs:38 TurnMs:127 TotalMs:221
152 getNumberofCountries 23 39467 2 Zone:2 ServerZone:5 WaitMs:0 ExecMs:30 TurnMs:112 TotalMs:206
ERROR getNumberofCountries 30 28395 1 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
166 getNumberofCountries 19 100396 2 Zone:2 ServerZone:5 WaitMs:0 ExecMs:31 TurnMs:115 TotalMs:210
68 getNumberofCountries 19 52004 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:5 TurnMs:87 TotalMs:211
162 getNumberofCountries 19 52004 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:76 TurnMs:157 TotalMs:281
161 getNumberofCountries 22 88777 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:49 TurnMs:132 TotalMs:256
151 getNumberofCountries 24 46552 2 Zone:2 ServerZone:5 WaitMs:7 ExecMs:51 TurnMs:142 TotalMs:238
ERROR getNumberofCountries 2 16629 2 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:4 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
151 getNumberofCountries 24 46552 2 Zone:2 ServerZone:5 WaitMs:29 ExecMs:33 TurnMs:147 TotalMs:241
151 getNumberofCountries 24 46552 2 Zone:2 ServerZone:5 WaitMs:29 ExecMs:34 TurnMs:145 TotalMs:244
151 getNumberofCountries 24 46552 2 Zone:2 ServerZone:5 WaitMs:28 ExecMs:34 TurnMs:144 TotalMs:237
42 getNumberofCountries 24 82650 1 Zone:3 ServerZone:5 WaitMs:46 ExecMs:5 TurnMs:132 TotalMs:197
78 getNumberofCountries 28 26646 1 Zone:3 ServerZone:5 WaitMs:11 ExecMs:6 TurnMs:99 TotalMs:164
ERROR getNumberofCountries 26 44798 1 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
137 getNumberofCountries 26 31937 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:37 TurnMs:119 TotalMs:244
137 getNumberofCountries 26 31937 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:38 TurnMs:120 TotalMs:245
133 getNumberofCountries 29 31692 2 Zone:2 ServerZone:5 WaitMs:0 ExecMs:35 TurnMs:116 TotalMs:213
133 getNumberofCountries 29 31692 2 Zone:2 ServerZone:5 WaitMs:0 ExecMs:30 TurnMs:112 TotalMs:208
71 getNumberofCountries 29 31692 1 Zone:2 ServerZone:5 WaitMs:8 ExecMs:6 TurnMs:96 TotalMs:192
51 getNumberofCountries 17 84608 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:3 TurnMs:85 TotalMs:152
163 getNumberofCountries 19 56735 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:30 TurnMs:112 TotalMs:238
174 getNumberofCountries 17 84608 2 Zone:3 ServerZone:5 WaitMs:6 ExecMs:32 TurnMs:120 TotalMs:187
173 getNumberofCountries 17 69231 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:30 TurnMs:112 TotalMs:146
155 getNumberofCountries 23 70658 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:41 TurnMs:123 TotalMs:247
198 getNumberofCountries 10 102167 2 Zone:3 ServerZone:5 WaitMs:30 ExecMs:32 TurnMs:144 TotalMs:209
ERROR getNumberofCountries 13 85083 2 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
175 getNumberofCountries 17 97258 2 Zone:4 ServerZone:5 WaitMs:52 ExecMs:32 TurnMs:166 TotalMs:201
49 getNumberofCountries 17 97258 1 Zone:4 ServerZone:5 WaitMs:58 ExecMs:4 TurnMs:144 TotalMs:178
175 getNumberofCountries 17 97258 2 Zone:4 ServerZone:5 WaitMs:29 ExecMs:33 TurnMs:146 TotalMs:180
175 getNumberofCountries 17 97258 2 Zone:4 ServerZone:5 WaitMs:25 ExecMs:36 TurnMs:143 TotalMs:180
63 getNumberofCountries 12 93189 1 Zone:1 ServerZone:5 WaitMs:0 ExecMs:9 TurnMs:91 TotalMs:216
125 getNumberofCountries 5 67749 1 Zone:1 ServerZone:5 WaitMs:0 ExecMs:5 TurnMs:87 TotalMs:211
77 getNumberofCountries 29 26824 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:11 TurnMs:93 TotalMs:128
53 getNumberofCountries 28 50419 1 Zone:3 ServerZone:5 WaitMs:7 ExecMs:6 TurnMs:95 TotalMs:159
170 getNumberofCountries 2 28523 1 Zone:1 ServerZone:5 WaitMs:6 ExecMs:7 TurnMs:96 TotalMs:220
ERROR getNumberofCountries 6 94957 2 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
225 getNumberofCountries 2 28523 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:32 TurnMs:115 TotalMs:238
ERROR getNumberofCountries 6 94957 1 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
131 getNumberofCountries 29 26824 2 Zone:4 ServerZone:5 WaitMs:33 ExecMs:33 TurnMs:149 TotalMs:186
131 getNumberofCountries 29 26824 2 Zone:4 ServerZone:5 WaitMs:19 ExecMs:31 TurnMs:131 TotalMs:166
93 getNumberofCountries 7 93023 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:3 TurnMs:85 TotalMs:150
ERROR getNumberofCountries 15 87267 1 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
ERROR getNumberofCountries 3 69697 2 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:3 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
193 getNumberofCountries 1 32102 1 Zone:2 ServerZone:5 WaitMs:0 ExecMs:14 TurnMs:97 TotalMs:191
77 getNumberofCountries 13 69950 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:7 TurnMs:89 TotalMs:125
77 getNumberofCountries 13 69950 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:8 TurnMs:92 TotalMs:129
ERROR getNumberofCountries 17 62484 1 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:3 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
186 getNumberofCountries 13 69950 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:39 TurnMs:121 TotalMs:166
186 getNumberofCountries 13 69950 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:33 TurnMs:115 TotalMs:160
77 getNumberofCountries 12 74690 1 Zone:2 ServerZone:5 WaitMs:0 ExecMs:0 TurnMs:89 TotalMs:184
183 getNumberofCountries 11 25507 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:33 TurnMs:115 TotalMs:239
134 getNumberofCountries 3 78358 1 Zone:1 ServerZone:5 WaitMs:0 ExecMs:5 TurnMs:88 TotalMs:212
223 getNumberofCountries 3 78358 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:44 TurnMs:126 TotalMs:251
131 getNumberofCountries 5 53460 1 Zone:2 ServerZone:5 WaitMs:35 ExecMs:0 TurnMs:120 TotalMs:216
45 getNumberofCountries 25 69548 1 Zone:2 ServerZone:5 WaitMs:0 ExecMs:4 TurnMs:85 TotalMs:183
45 getNumberofCountries 25 69548 1 Zone:2 ServerZone:5 WaitMs:0 ExecMs:5 TurnMs:87 TotalMs:181
45 getNumberofCountries 25 69548 1 Zone:2 ServerZone:5 WaitMs:0 ExecMs:4 TurnMs:86 TotalMs:180
93 getNumberofCountries 7 90669 1 Zone:1 ServerZone:5 WaitMs:0 ExecMs:4 TurnMs:86 TotalMs:214
164 getNumberofCountries 19 62941 2 Zone:1 ServerZone:5 WaitMs:0 ExecMs:49 TurnMs:131 TotalMs:255
164 getNumberofCountries 19 62941 2 Zone:1 ServerZone:5 WaitMs:2 ExecMs:54 TurnMs:142 TotalMs:268
ERROR getNumberofCountries 2 66318 1 Zone:5 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 5. No server available for this zone.]
141 getNumberofCountries 21 13776 2 Zone:1 ServerZone:5 WaitMs:16 ExecMs:66 TurnMs:165 TotalMs:290
158 getNumberofCountries 21 45076 2 Zone:1 ServerZone:5 WaitMs:38 ExecMs:66 TurnMs:186 TotalMs:311
153 getNumberofCountries 21 25459 2 Zone:3 ServerZone:5 WaitMs:85 ExecMs:55 TurnMs:227 TotalMs:294
34 getNumberofCountries 28 99765 1 Zone:1 ServerZone:5 WaitMs:120 ExecMs:4 TurnMs:210 TotalMs:336
94 getNumberofCountries 21 25459 1 Zone:3 ServerZone:5 WaitMs:109 ExecMs:6 TurnMs:197 TotalMs:264
94 getNumberofCountries 21 25459 1 Zone:3 ServerZone:5 WaitMs:68 ExecMs:7 TurnMs:161 TotalMs:226
94 getNumberofCountries 21 25459 1 Zone:3 ServerZone:5 WaitMs:43 ExecMs:6 TurnMs:131 TotalMs:200
134 getNumberofCountries 12 18581 1 Zone:4 ServerZone:5 WaitMs:20 ExecMs:14 TurnMs:115 TotalMs:152
214 getNumberofCountries 6 72883 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:77 TurnMs:162 TotalMs:201
130 getNumberofCountries 29 23666 2 Zone:1 ServerZone:2 WaitMs:47 ExecMs:39 TurnMs:170 TotalMs:205
79 getNumberofCountries 29 23666 1 Zone:1 ServerZone:2 WaitMs:59 ExecMs:26 TurnMs:169 TotalMs:203
163 getNumberofCountries 20 76679 2 Zone:3 ServerZone:1 WaitMs:0 ExecMs:38 TurnMs:121 TotalMs:185
128 getNumberofCountries 22 10403 2 Zone:1 ServerZone:2 WaitMs:8 ExecMs:62 TurnMs:155 TotalMs:189
128 getNumberofCountries 22 10403 2 Zone:1 ServerZone:2 WaitMs:28 ExecMs:54 TurnMs:164 TotalMs:198
128 getNumberofCountries 22 10403 2 Zone:1 ServerZone:2 WaitMs:43 ExecMs:54 TurnMs:180 TotalMs:213
152 getNumberofCountries 24 59671 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:33 TurnMs:114 TotalMs:151
53 getNumberofCountries 24 59671 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:4 TurnMs:86 TotalMs:120
169 getNumberofCountries 3 21277 1 Zone:4 ServerZone:1 WaitMs:0 ExecMs:6 TurnMs:88 TotalMs:183
186 getNumberofCountries 12 42776 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:31 TurnMs:114 TotalMs:148
157 getNumberofCountries 2 62181 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:4 TurnMs:86 TotalMs:120
132 getNumberofCountries 24 16164 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:39 TurnMs:121 TotalMs:155
178 getNumberofCountries 1 66759 1 Zone:3 ServerZone:1 WaitMs:0 ExecMs:4 TurnMs:86 TotalMs:149
245 getNumberofCountries 1 66759 2 Zone:3 ServerZone:1 WaitMs:0 ExecMs:33 TurnMs:115 TotalMs:178
245 getNumberofCountries 1 66759 2 Zone:3 ServerZone:1 WaitMs:0 ExecMs:34 TurnMs:116 TotalMs:181
178 getNumberofCountries 1 66759 1 Zone:3 ServerZone:1 WaitMs:4 ExecMs:4 TurnMs:91 TotalMs:156
64 getNumberofCountries 17 66427 1 Zone:3 ServerZone:1 WaitMs:0 ExecMs:6 TurnMs:88 TotalMs:153
55 getNumberofCountries 13 105173 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:4 TurnMs:86 TotalMs:120
55 getNumberofCountries 13 105173 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:3 TurnMs:84 TotalMs:118
130 getNumberofCountries 8 32392 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:8 TurnMs:90 TotalMs:215
140 getNumberofCountries 28 48257 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:45 TurnMs:127 TotalMs:251
82 getNumberofCountries 25 26757 1 Zone:3 ServerZone:1 WaitMs:20 ExecMs:7 TurnMs:109 TotalMs:173
206 getNumberofCountries 8 67478 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:35 TurnMs:117 TotalMs:151
206 getNumberofCountries 8 67478 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:32 TurnMs:114 TotalMs:147
206 getNumberofCountries 8 67478 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:32 TurnMs:116 TotalMs:151
45 getNumberofCountries 21 84776 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:3 TurnMs:84 TotalMs:118
45 getNumberofCountries 21 84776 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:3 TurnMs:84 TotalMs:119
203 getNumberofCountries 9 77736 2 Zone:3 ServerZone:1 WaitMs:0 ExecMs:32 TurnMs:113 TotalMs:178
197 getNumberofCountries 10 91273 2 Zone:3 ServerZone:1 WaitMs:0 ExecMs:35 TurnMs:117 TotalMs:180
187 getNumberofCountries 12 63918 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:31 TurnMs:114 TotalMs:147
79 getNumberofCountries 15 55535 1 Zone:2 ServerZone:3 WaitMs:9 ExecMs:6 TurnMs:97 TotalMs:130
185 getNumberofCountries 14 76065 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:50 TurnMs:133 TotalMs:166
66 getNumberofCountries 14 76065 1 Zone:1 ServerZone:2 WaitMs:5 ExecMs:4 TurnMs:90 TotalMs:125
185 getNumberofCountries 14 76065 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:55 TurnMs:137 TotalMs:172
66 getNumberofCountries 14 76065 1 Zone:1 ServerZone:2 WaitMs:31 ExecMs:4 TurnMs:118 TotalMs:153
245 getNumberofCountries 1 102159 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:34 TurnMs:115 TotalMs:150
73 getNumberofCountries 30 29397 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:6 TurnMs:89 TotalMs:123
35 getNumberofCountries 29 92035 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:6 TurnMs:89 TotalMs:122
35 getNumberofCountries 29 92035 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:5 TurnMs:87 TotalMs:120
126 getNumberofCountries 28 18051 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:31 TurnMs:113 TotalMs:240
ERROR getNumberofCountries 18 87280 2 Zone:2 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 2. No server available for this zone.]
68 getNumberofCountries 20 49905 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:15 TurnMs:141 TotalMs:175
68 getNumberofCountries 20 49905 1 Zone:1 ServerZone:2 WaitMs:15 ExecMs:6 TurnMs:114 TotalMs:150
68 getNumberofCountries 20 49905 1 Zone:1 ServerZone:2 WaitMs:7 ExecMs:7 TurnMs:98 TotalMs:132
214 getNumberofCountries 4 27161 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:45 TurnMs:133 TotalMs:256
ERROR getNumberofCountries 29 75675 2 Zone:2 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 2. No server available for this zone.]
ERROR getNumberofCountries 3 84147 2 Zone:2 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:3 [Proxy returned null ServerConnection for zone 2. No server available for this zone.]
215 getNumberofCountries 5 95636 2 Zone:5 ServerZone:2 WaitMs:0 ExecMs:49 TurnMs:131 TotalMs:234
215 getNumberofCountries 5 95636 2 Zone:5 ServerZone:2 WaitMs:36 ExecMs:50 TurnMs:169 TotalMs:262
166 getNumberofCountries 19 91101 2 Zone:4 ServerZone:2 WaitMs:24 ExecMs:33 TurnMs:139 TotalMs:205
198 getNumberofCountries 10 102632 2 Zone:1 ServerZone:2 WaitMs:5 ExecMs:36 TurnMs:122 TotalMs:156
67 getNumberofCountries 10 102632 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:4 TurnMs:85 TotalMs:121
198 getNumberofCountries 10 102632 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:70 TurnMs:153 TotalMs:186
ERROR getNumberofCountries 30 16345 1 Zone:2 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 2. No server available for this zone.]
198 getNumberofCountries 10 102632 2 Zone:1 ServerZone:2 WaitMs:29 ExecMs:106 TurnMs:218 TotalMs:253
ERROR getNumberofCountries 27 109615 2 Zone:2 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:5 [Proxy returned null ServerConnection for zone 2. No server available for this zone.]
ERROR getNumberofCountries 18 48041 2 Zone:2 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:3 [Proxy returned null ServerConnection for zone 2. No server available for this zone.]
215 getNumberofCountries 5 54718 2 Zone:3 ServerZone:2 WaitMs:107 ExecMs:86 TurnMs:276 TotalMs:309
52 getNumberofCountries 21 67840 1 Zone:1 ServerZone:2 WaitMs:169 ExecMs:7 TurnMs:258 TotalMs:293
49 getNumberofCountries 17 97638 1 Zone:4 ServerZone:2 WaitMs:101 ExecMs:7 TurnMs:194 TotalMs:260
ERROR getNumberofCountries 18 48041 2 Zone:2 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:4 [Proxy returned null ServerConnection for zone 2. No server available for this zone.]
145 getNumberofCountries 4 40485 1 Zone:4 ServerZone:2 WaitMs:82 ExecMs:16 TurnMs:183 TotalMs:251
145 getNumberofCountries 4 40485 1 Zone:4 ServerZone:2 WaitMs:61 ExecMs:16 TurnMs:166 TotalMs:232
216 getNumberofCountries 4 68896 2 Zone:5 ServerZone:2 WaitMs:2 ExecMs:43 TurnMs:128 TotalMs:226
216 getNumberofCountries 4 68896 2 Zone:5 ServerZone:2 WaitMs:9 ExecMs:40 TurnMs:131 TotalMs:231
131 getNumberofCountries 4 68896 1 Zone:5 ServerZone:2 WaitMs:34 ExecMs:6 TurnMs:122 TotalMs:217
173 getNumberofCountries 17 62899 2 Zone:4 ServerZone:2 WaitMs:0 ExecMs:34 TurnMs:115 TotalMs:179
169 getNumberofCountries 15 29293 2 Zone:3 ServerZone:2 WaitMs:10 ExecMs:33 TurnMs:127 TotalMs:161
ERROR getNumberofCountries 26 51585 1 Zone:1 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 1. No server available for this zone.]
144 getNumberofCountries 27 85500 2 Zone:5 ServerZone:2 WaitMs:6 ExecMs:35 TurnMs:124 TotalMs:220
49 getNumberofCountries 16 107121 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:3 TurnMs:85 TotalMs:211
178 getNumberofCountries 16 107121 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:32 TurnMs:113 TotalMs:237
178 getNumberofCountries 16 107121 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:40 TurnMs:122 TotalMs:246
49 getNumberofCountries 16 107121 1 Zone:5 ServerZone:1 WaitMs:16 ExecMs:3 TurnMs:100 TotalMs:224
52 getNumberofCountries 15 104712 1 Zone:3 ServerZone:1 WaitMs:0 ExecMs:3 TurnMs:85 TotalMs:149
163 getNumberofCountries 19 56095 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:34 TurnMs:115 TotalMs:239
68 getNumberofCountries 21 49884 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:6 TurnMs:87 TotalMs:211
49 getNumberofCountries 19 81631 1 Zone:3 ServerZone:1 WaitMs:0 ExecMs:3 TurnMs:85 TotalMs:149
68 getNumberofCountries 21 49884 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:9 TurnMs:91 TotalMs:215
128 getNumberofCountries 10 31096 1 Zone:3 ServerZone:1 WaitMs:5 ExecMs:0 TurnMs:93 TotalMs:158
128 getNumberofCountries 10 31096 1 Zone:3 ServerZone:1 WaitMs:0 ExecMs:9 TurnMs:97 TotalMs:162
192 getNumberofCountries 10 31096 2 Zone:3 ServerZone:1 WaitMs:0 ExecMs:29 TurnMs:111 TotalMs:174
57 getNumberofCountries 13 96764 1 Zone:2 ServerZone:1 WaitMs:24 ExecMs:5 TurnMs:112 TotalMs:145
ERROR getNumberofCountries 8 71861 1 Zone:1 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 1. No server available for this zone.]
202 getNumberofCountries 8 26644 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:38 TurnMs:119 TotalMs:246
202 getNumberofCountries 8 26644 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:29 TurnMs:111 TotalMs:236
166 getNumberofCountries 19 100557 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:36 TurnMs:118 TotalMs:242
98 getNumberofCountries 6 90933 1 Zone:3 ServerZone:1 WaitMs:20 ExecMs:3 TurnMs:105 TotalMs:171
132 getNumberofCountries 8 30026 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:7 TurnMs:91 TotalMs:221
214 getNumberofCountries 6 90933 2 Zone:3 ServerZone:1 WaitMs:0 ExecMs:32 TurnMs:114 TotalMs:180
214 getNumberofCountries 6 90933 2 Zone:3 ServerZone:1 WaitMs:3 ExecMs:32 TurnMs:117 TotalMs:181
214 getNumberofCountries 6 90933 2 Zone:3 ServerZone:1 WaitMs:0 ExecMs:32 TurnMs:114 TotalMs:179
151 getNumberofCountries 22 31441 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:42 TurnMs:124 TotalMs:248
86 getNumberofCountries 15 42135 1 Zone:4 ServerZone:1 WaitMs:31 ExecMs:5 TurnMs:117 TotalMs:211
ERROR getNumberofCountries 27 100145 1 Zone:1 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 1. No server available for this zone.]
67 getNumberofCountries 19 52835 1 Zone:4 ServerZone:1 WaitMs:0 ExecMs:7 TurnMs:88 TotalMs:182
ERROR getNumberofCountries 27 100145 2 Zone:1 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 1. No server available for this zone.]
ERROR getNumberofCountries 27 100145 1 Zone:1 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:3 [Proxy returned null ServerConnection for zone 1. No server available for this zone.]
ERROR getNumberofCountries 22 93018 2 Zone:1 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:1 [Proxy returned null ServerConnection for zone 1. No server available for this zone.]
150 getNumberofCountries 23 32782 2 Zone:4 ServerZone:1 WaitMs:0 ExecMs:45 TurnMs:126 TotalMs:219
150 getNumberofCountries 23 32782 2 Zone:4 ServerZone:1 WaitMs:5 ExecMs:35 TurnMs:121 TotalMs:216
79 getNumberofCountries 19 41444 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:9 TurnMs:90 TotalMs:215
186 getNumberofCountries 11 28845 2 Zone:4 ServerZone:1 WaitMs:0 ExecMs:48 TurnMs:130 TotalMs:223
186 getNumberofCountries 11 28845 2 Zone:4 ServerZone:1 WaitMs:13 ExecMs:41 TurnMs:138 TotalMs:233
245 getNumberofCountries 1 55122 2 Zone:2 ServerZone:1 WaitMs:36 ExecMs:29 TurnMs:149 TotalMs:187
134 getNumberofCountries 7 35907 1 Zone:3 ServerZone:1 WaitMs:65 ExecMs:7 TurnMs:155 TotalMs:221
150 getNumberofCountries 25 70829 2 Zone:3 ServerZone:1 WaitMs:1 ExecMs:36 TurnMs:119 TotalMs:189
213 getNumberofCountries 6 49920 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:35 TurnMs:118 TotalMs:245
126 getNumberofCountries 6 49920 1 Zone:5 ServerZone:1 WaitMs:2 ExecMs:6 TurnMs:90 TotalMs:214
61 getNumberofCountries 23 49571 1 Zone:2 ServerZone:1 WaitMs:0 ExecMs:5 TurnMs:87 TotalMs:120
126 getNumberofCountries 6 49920 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:5 TurnMs:87 TotalMs:211
56 getNumberofCountries 12 107032 1 Zone:2 ServerZone:1 WaitMs:0 ExecMs:3 TurnMs:84 TotalMs:121
126 getNumberofCountries 6 49920 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:4 TurnMs:88 TotalMs:211
215 getNumberofCountries 5 106018 2 Zone:4 ServerZone:1 WaitMs:0 ExecMs:46 TurnMs:128 TotalMs:222
177 getNumberofCountries 16 81214 2 Zone:3 ServerZone:1 WaitMs:16 ExecMs:74 TurnMs:173 TotalMs:236
177 getNumberofCountries 16 81214 2 Zone:3 ServerZone:1 WaitMs:49 ExecMs:66 TurnMs:198 TotalMs:262
114 getNumberofCountries 9 43449 1 Zone:5 ServerZone:1 WaitMs:6 ExecMs:9 TurnMs:100 TotalMs:226
94 getNumberofCountries 6 101104 1 Zone:4 ServerZone:1 WaitMs:13 ExecMs:5 TurnMs:102 TotalMs:197
94 getNumberofCountries 6 101104 1 Zone:4 ServerZone:1 WaitMs:0 ExecMs:4 TurnMs:85 TotalMs:179
ERROR getNumberofCountries 22 74249 2 Zone:1 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 1. No server available for this zone.]
ERROR getNumberofCountries 29 25821 1 Zone:1 NoServerAvailable ServerZone:? WaitMs:? ExecMs:? TotalMs:2 [Proxy returned null ServerConnection for zone 1. No server available for this zone.]
214 getNumberofCountries 6 101104 2 Zone:4 ServerZone:1 WaitMs:0 ExecMs:37 TurnMs:118 TotalMs:214
140 getNumberofCountries 29 58590 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:39 TurnMs:120 TotalMs:244
