# Columns: result|ERROR method args Zone:N ServerZone:Z WaitMs ExecMs TurnMs TotalMs [errorType]
134594036 getPopulationofCountry Brazil Zone:5 ServerZone:1 WaitMs:2 ExecMs:4 TurnMs:91 TotalMs:219
1907246 getPopulationofCountry Tajikistan Zone:1 ServerZone:2 WaitMs:0 ExecMs:4 TurnMs:87 TotalMs:126
15411242 getPopulationofCountry Belgium Zone:1 ServerZone:2 WaitMs:0 ExecMs:17 TurnMs:102 TotalMs:140
736951 getPopulationofCountry Gambia Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:210
15411242 getPopulationofCountry Belgium Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:124
15411242 getPopulationofCountry Belgium Zone:1 ServerZone:2 WaitMs:0 ExecMs:3 TurnMs:87 TotalMs:123
15411242 getPopulationofCountry Belgium Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:92 TotalMs:134
49007 getPopulationofCountry Tonga Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:148
70068919 getPopulationofCountry United Kingdom Zone:1 ServerZone:2 WaitMs:0 ExecMs:31 TurnMs:115 TotalMs:151
24859223 getPopulationofCountry Romania Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:153
4803355 getPopulationofCountry Serbia Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
4803355 getPopulationofCountry Serbia Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:87 TotalMs:125
70068919 getPopulationofCountry United Kingdom Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:134
3639169 getPopulationofCountry Cambodia Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:117
3639169 getPopulationofCountry Cambodia Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:85 TotalMs:120
3639169 getPopulationofCountry Cambodia Zone:4 ServerZone:5 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:119
15411242 getPopulationofCountry Belgium Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:152
2501302 getPopulationofCountry Panama Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:120
2501302 getPopulationofCountry Panama Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:118
5996338 getPopulationofCountry Senegal Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:152
3645095 getPopulationofCountry Uganda Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:149
64035243 getPopulationofCountry Indonesia Zone:5 ServerZone:1 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:212
53608445 getPopulationofCountry Pakistan Zone:3 ServerZone:5 WaitMs:0 ExecMs:4 TurnMs:86 TotalMs:151
53608445 getPopulationofCountry Pakistan Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:151
53608445 getPopulationofCountry Pakistan Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:148
53608445 getPopulationofCountry Pakistan Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:146
70068919 getPopulationofCountry United Kingdom Zone:3 ServerZone:5 WaitMs:0 ExecMs:3 TurnMs:85 TotalMs:150
3645095 getPopulationofCountry Uganda Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:119
673504000 getPopulationofCountry China Zone:5 ServerZone:1 WaitMs:0 ExecMs:37 TurnMs:120 TotalMs:247
3645095 getPopulationofCountry Uganda Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:86 TotalMs:121
53608445 getPopulationofCountry Pakistan Zone:5 ServerZone:1 WaitMs:0 ExecMs:23 TurnMs:105 TotalMs:232
15411242 getPopulationofCountry Belgium Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:86 TotalMs:154
10074283 getPopulationofCountry Kazakhstan Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:121
10074283 getPopulationofCountry Kazakhstan Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:88 TotalMs:121
10074283 getPopulationofCountry Kazakhstan Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:88 TotalMs:136
6340891 getPopulationofCountry Guatemala Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:117
673504000 getPopulationofCountry China Zone:2 ServerZone:3 WaitMs:0 ExecMs:3 TurnMs:85 TotalMs:120
673504000 getPopulationofCountry China Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:119
3157852 getPopulationofCountry Croatia Zone:1 ServerZone:2 WaitMs:0 ExecMs:4 TurnMs:86 TotalMs:122
276340 getPopulationofCountry Swaziland Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
5996338 getPopulationofCountry Senegal Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:148
3989252 getPopulationofCountry Nepal Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:208
3989252 getPopulationofCountry Nepal Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:209
3989252 getPopulationofCountry Nepal Zone:5 ServerZone:1 WaitMs:0 ExecMs:0 TurnMs:84 TotalMs:209
361020 getPopulationofCountry Comoros Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:147
3989252 getPopulationofCountry Nepal Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:206
3639169 getPopulationofCountry Cambodia Zone:2 ServerZone:3 WaitMs:0 ExecMs:0 TurnMs:83 TotalMs:120
1070 getPopulationofCountry Tokelau Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
1930662 getPopulationofCountry Kyrgyzstan Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:117
1930662 getPopulationofCountry Kyrgyzstan Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
184225 getPopulationofCountry Guam Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:119
1930662 getPopulationofCountry Kyrgyzstan Zone:1 ServerZone:2 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:118
1930662 getPopulationofCountry Kyrgyzstan Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:123
1930662 getPopulationofCountry Kyrgyzstan Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
736951 getPopulationofCountry Gambia Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:124
1073335 getPopulationofCountry Botswana Zone:5 ServerZone:1 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:212
15411242 getPopulationofCountry Belgium Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:151
9362428 getPopulationofCountry Sweden Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
1073335 getPopulationofCountry Botswana Zone:5 ServerZone:1 WaitMs:0 ExecMs:0 TurnMs:83 TotalMs:209
1930662 getPopulationofCountry Kyrgyzstan Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:122
10382487 getPopulationofCountry Hungary Zone:5 ServerZone:1 WaitMs:0 ExecMs:0 TurnMs:89 TotalMs:214
10382487 getPopulationofCountry Hungary Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:210
10382487 getPopulationofCountry Hungary Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
10382487 getPopulationofCountry Hungary Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:209
10382487 getPopulationofCountry Hungary Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:207
4722032 getPopulationofCountry Guinea Zone:4 ServerZone:5 WaitMs:0 ExecMs:0 TurnMs:83 TotalMs:120
736951 getPopulationofCountry Gambia Zone:2 ServerZone:3 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:120
4803355 getPopulationofCountry Serbia Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:116
4803355 getPopulationofCountry Serbia Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:118
3328228 getPopulationofCountry Honduras Zone:4 ServerZone:5 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:118
61881622 getPopulationofCountry Philippines Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:119
61881622 getPopulationofCountry Philippines Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:121
61881622 getPopulationofCountry Philippines Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
2579609 getPopulationofCountry Oman Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:119
369776 getPopulationofCountry Guyana Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:117
369776 getPopulationofCountry Guyana Zone:2 ServerZone:3 WaitMs:0 ExecMs:0 TurnMs:83 TotalMs:118
776 getNumberofCities China 76957 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:54 TurnMs:143 TotalMs:177
13 getNumberofCities Paraguay 60264 1 Zone:1 ServerZone:2 WaitMs:11 ExecMs:1 TurnMs:95 TotalMs:129
408 getNumberofCities Honduras 40894 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:65 TurnMs:154 TotalMs:279
132 getNumberofCities Uganda 66374 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:60 TurnMs:152 TotalMs:187
9 getNumberofCities Uganda 66374 1 Zone:2 ServerZone:3 WaitMs:36 ExecMs:2 TurnMs:121 TotalMs:157
9 getNumberofCities Uganda 66374 1 Zone:2 ServerZone:3 WaitMs:4 ExecMs:1 TurnMs:86 TotalMs:121
9 getNumberofCities Uganda 66374 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:119
18 getNumberofCities Palau 61720 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:86 TotalMs:121
10 getNumberofCities Guinea 43661 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:119
68 getNumberofCities Gambia 76348 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:118
170 getNumberofCities Philippines 58068 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:207
53 getNumberofCities Kazakhstan 28259 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:24 TurnMs:113 TotalMs:148
17 getNumberofCities Cambodia 24884 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:147
4297 getNumberofCities Philippines 58068 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:20 TurnMs:102 TotalMs:226
17 getNumberofCities Cambodia 24884 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:147
17 getNumberofCities Cambodia 24884 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:147
54 getNumberofCities Poland 92826 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:3 TurnMs:84 TotalMs:151
0 getNumberofCities Tokelau 20003 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
3 getNumberofCities Tokelau 20003 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:117
7 getNumberofCities Honduras 53708 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:119
42 getNumberofCities Chile 51298 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:120
55 getNumberofCities Slovakia 14491 1 Zone:1 ServerZone:2 WaitMs:1 ExecMs:3 TurnMs:87 TotalMs:122
16 getNumberofCities Panama 23578 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:148
16 getNumberofCities Panama 23578 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:148
16 getNumberofCities Panama 23578 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:150
628 getNumberofCities Panama 23578 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:3 TurnMs:85 TotalMs:150
123 getNumberofCities Cambodia 50967 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:120
12 getNumberofCities French Guiana 12927 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:149
91 getNumberofCities Kenya 40936 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:119
80 getNumberofCities Kenya 33072 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:150
24 getNumberofCities Kenya 40936 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:85 TotalMs:120
44 getNumberofCities Israel 43178 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:119
1 getNumberofCities Swaziland 90025 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:152
1 getNumberofCities Swaziland 90025 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:147
22 getNumberofCities Swaziland 90025 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:85 TotalMs:150
138 getNumberofCities Romania 13895 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:147
53 getNumberofCities Nepal 83785 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:122
53 getNumberofCities Nepal 83785 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
14 getNumberofCities Kyrgyzstan 20947 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:123
0 getNumberofCities Tuvalu 27155 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:3 TurnMs:86 TotalMs:210
2 getNumberofCities Equatorial Guinea 59582 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:210
216 getNumberofCities Japan 94687 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:213
1106 getNumberofCities Japan 94687 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:208
0 getNumberofCities Palau 81791 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:119
1106 getNumberofCities Japan 94687 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:209
5 getNumberofCities Honduras 79935 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:117
216 getNumberofCities Japan 94687 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:208
0 getNumberofCities Tuvalu 81590 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:0 TurnMs:83 TotalMs:117
8 getNumberofCities Tuvalu 81590 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:116
10 getNumberofCities Kyrgyzstan 34396 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:213
61 getNumberofCities Kazakhstan 22421 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:120
61 getNumberofCities Kazakhstan 22421 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:116
11 getNumberofCities Kuwait 20810 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:207
236 getNumberofCities Kazakhstan 22421 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:119
1 getNumberofCities Swaziland 88983 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:119
7 getNumberofCities Croatia 54521 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:119
7 getNumberofCities Croatia 54521 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:120
5 getNumberofCities Guam 12741 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:120
13 getNumberofCities Suriname 87672 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:121
521 getNumberofCities Norway 24363 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
4520 getNumberofCities Romania 49801 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:120
49 getNumberofCities Romania 49801 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
49 getNumberofCities Romania 49801 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:0 TurnMs:83 TotalMs:120
49 getNumberofCities Romania 49801 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:0 TurnMs:83 TotalMs:118
35 getNumberofCities Guinea 90952 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:120
19 getNumberofCities Oman 70827 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:151
25 getNumberofCities Tunisia 57801 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
115 getNumberofCities Chile 38468 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
49 getNumberofCities Chile 38468 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:120
1365 getNumberofCities Netherlands 53773 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:4 TurnMs:85 TotalMs:120
9 getNumberofCities Tonga 15404 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:3 TurnMs:86 TotalMs:210
811 getNumberofCities Hungary 25981 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:118
1 getNumberofCities Tonga 15404 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:207
1322 getNumberofCities Peru 58890 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:119
1 getNumberofCities Tonga 15404 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:209
42 getNumberofCities Peru 58890 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
366 getNumberofCities Israel 25629 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:88 TotalMs:155
2 getNumberofCities Equatorial Guinea 42670 1 Zone:4 ServerZone:5 WaitMs:3 ExecMs:1 TurnMs:87 TotalMs:124
60 getNumberofCities Canada 90020 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:148
1137 getNumberofCities Canada 90020 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:149
29 getNumberofCities Netherlands 88688 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:214
1137 getNumberofCities Canada 90020 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:151
1 getNumberofCities Comoros 39730 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
1137 getNumberofCities Canada 90020 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:151
29 getNumberofCities Chile 93272 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:121
180 getNumberofCities Canada 27234 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:120
10 getNumberofCities Belgium 93798 1 Zone:2 ServerZone:3 WaitMs:1 ExecMs:2 TurnMs:91 TotalMs:128
10 getNumberofCities Belgium 93798 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:86 TotalMs:120
1 getNumberofCities Bahamas 72066 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:123
5 getNumberofCities Togo 74465 1 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:86 TotalMs:212
16 getNumberofCities Togo 74465 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:208
3154 getNumberofCities United States 15534 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:10 TurnMs:96 TotalMs:139
21 getNumberofCities Nepal 15947 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:125
16 getNumberofCities Togo 74465 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:214
21 getNumberofCities Nepal 15947 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
47 getNumberofCities Senegal 66335 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:124
0 getNumberofCities  69308 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:148
16 getNumberofCities French Guiana 52177 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
42 getNumberofCities Serbia 19336 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:116
42 getNumberofCities Serbia 19336 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:0 TurnMs:83 TotalMs:117
42 getNumberofCities Serbia 19336 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:117
358 getNumberofCities Serbia 19336 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:117
19 getNumberofCities Oman 70697 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:117
25 getNumberofCities Oman 97622 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:146
827 getNumberofCities Hungary 33550 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:147
24 getNumberofCities Bahamas 74961 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:117
1 getNumberofCities Bahamas 74961 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:116
1 getNumberofCities Bahamas 66825 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:116
29 getNumberofCities Peru 81494 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:118
29 getNumberofCities Peru 81494 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:116
29 getNumberofCities Peru 81494 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:116
25 getNumberofCities Haiti 16768 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:117
25 getNumberofCities Haiti 16768 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:116
2141 getNumberofCities Ukraine 85545 2 Zone:5 ServerZone:1 WaitMs:0 ExecMs:4 TurnMs:87 TotalMs:213
21 getNumberofCities Swaziland 43248 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
27 getNumberofCities Bulgaria 38070 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:117
356 getNumberofCities Mexico 28005 1 Zone:3 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:148
2642 getNumberofCities China 19501 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:118
1736 getNumberofCities China 19501 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:118
1736 getNumberofCities China 19501 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:84 TotalMs:119
2642 getNumberofCities China 19501 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:117
3463 getNumberofCities United Kingdom 12116 2 Zone:3 ServerZone:5 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:150
1815 getNumberofCities Indonesia 86739 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:121
47 getNumberofCities Ghana 27862 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:119
3 getNumberofCities Panama 95856 1 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:121
641 getNumberofCities Panama 95856 2 Zone:2 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:120
79 getNumberofCities Tajikistan 28413 2 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:118
1225 getNumberofCities Peru 14436 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:121
1225 getNumberofCities Peru 14436 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:121
1225 getNumberofCities Peru 14436 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:2 TurnMs:85 TotalMs:121
804 getNumberofCities Hungary 23445 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:120
16171 getNumberofCities United States 73738 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:4 TurnMs:85 TotalMs:119
561 getNumberofCities United States 73738 1 Zone:1 ServerZone:2 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:117
89 getNumberofCities Haiti 87680 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:116
88 getNumberofCities Comoros 33744 2 Zone:1 ServerZone:2 WaitMs:0 ExecMs:0 TurnMs:82 TotalMs:116
118 getNumberofCities Thailand 28171 1 Zone:4 ServerZone:5 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:117
103 getNumberofCities Georgia 14298 2 Zone:1 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:82 TotalMs:149
23 getNumberofCities Georgia 14298 1 Zone:1 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:84 TotalMs:150
103 getNumberofCities Georgia 14298 2 Zone:1 ServerZone:3 WaitMs:0 ExecMs:1 TurnMs:83 TotalMs:146
103 getNumberofCities Georgia 14298 2 Zone:1 ServerZone:3 WaitMs:0 ExecMs:2 TurnMs:83 TotalMs:148
